asset_ticker,asset_type,query_keyword,news_category,title,description,source,published_at,sentiment,confidence,prob_negative,prob_positive,url,is_financial,financial_confidence,financial_label
SAN,Company,SAN,KEYWORD_SEARCH,The Switch 2 version of Super Mario Bros. Wonder arrives on March 26,"While many of us wait (im)patiently for a brand new Mario platformer for the Switch 2, Nintendo is filling the gap with an upgraded version of the tremendous Super Mario Bros. Wonder for the console. Super Mario Bros. Wonder – Nintendo Switch 2 Edition + Meet…",Slashdot.org,2026-01-22T15:12:09Z,Negative,0.7001157402992249,0.7001157402992249,0.2998843193054199,https://slashdot.org/firehose.pl?op=view&amp;id=180638172,0,0.0005260128527879715,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Remarkable Hospitality; By Design,How Kairoi Built a Scalable Consumer Brand with Venn How Kairoi Built a Scalable Consumer Brand with Venn,GlobeNewswire,2026-01-22T15:11:00Z,Positive,0.9934052228927612,0.0065947142429649,0.9934052228927612,https://www.globenewswire.com/news-release/2026/01/22/3223942/0/en/Remarkable-Hospitality-By-Design.html,0,0.006205304525792599,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Clinical Trial Equipment & Ancillary Solutions Market 2026-2032 - Decentralized and Hybrid Clinical Trials Propel Demand for Advanced Monitoring and Flexible Logistics Solutions,"Dublin, Jan. 22, 2026 (GLOBE NEWSWIRE) -- The ""Clinical Trial Equipment & Ancillary Solutions Market - Global Forecast 2026-2032"" report has been added to ResearchAndMarkets.com's offering.",GlobeNewswire,2026-01-22T15:10:00Z,Positive,0.9937851428985596,0.0062149045988917,0.9937851428985596,https://www.globenewswire.com/news-release/2026/01/22/3223943/28124/en/Clinical-Trial-Equipment-Ancillary-Solutions-Market-2026-2032-Decentralized-and-Hybrid-Clinical-Trials-Propel-Demand-for-Advanced-Monitoring-and-Flexible-Logistics-Solutions.html,1,0.9984655380249023,Financial
SAN,Company,SAN,KEYWORD_SEARCH,"LifeLabs Opens New Uptown New Westminster Patient Service Centre, Enhancing Access to Community-Based Diagnostic Care","New Westminster, BC, Jan. 22, 2026 (GLOBE NEWSWIRE) — LifeLabs, Canada’s leading provider of medical diagnostic services, has officially opened a new Patient Service Centre (PSC) in Uptown New Westminster, British Columbia. The investment reinforces LifeLabs’…",Financial Post,2026-01-22T15:09:20Z,Positive,0.9935775995254515,0.0064224251545965,0.9935775995254515,https://financialpost.com/globe-newswire/lifelabs-opens-new-uptown-new-westminster-patient-service-centre-enhancing-access-to-community-based-diagnostic-care,1,0.9827845692634583,Financial
SAN,Company,SAN,KEYWORD_SEARCH,"First-of-its-kind Health ATM and 24-hour Pharmacy inaugurated at Jowai Civil Hospital, Ialong","In a landmark development for healthcare in the Jaintia Hills region, Wailadmi Shylla, Minister in charge of Health and Family Welfare, inaugurated a Health ATM Machine and the MHIS 24-hour Pharmacy at Jowai Civil Hospital, Ialong, on Thursday. This marks the…",Syllad.com,2026-01-22T15:07:45Z,Positive,0.9890495538711548,0.0109504638239741,0.9890495538711548,https://www.syllad.com/first-of-its-kind-health-atm-and-24-hour-pharmacy-inaugurated-at-jowai-civil-hospital-ialong/,0,0.005821940954774618,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Las Vegas Raiders would sign up for this Fernando Mendoza career,AI predicts a brilliant NFL career by likely Raiders’ draft pick,Silver And Black Pride,2026-01-22T15:06:00Z,Positive,0.8815955519676208,0.1184044927358627,0.8815955519676208,https://www.silverandblackpride.com/las-vegas-raiders-draft/120351/las-vegas-raider-fernando-mendoza-draft,0,2.7225960366195068e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,This Photographer Captures Tender And Unexpected Moments On The Street (40 Pics),"Margarita Mavromichalis is a street photographer whose work centers on everyday life, human behavior, and emotionally charged moments found in public spaces. She speaks five languages and studied translation and interpreting, often describing photography as h…",Boredpanda.com,2026-01-22T15:05:31Z,Positive,0.8052629828453064,0.194737046957016,0.8052629828453064,https://www.boredpanda.com/candid-street-photographs-timing-tita-mavro/,0,0.00030530380900017917,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,From invisibility cloaks to AI chips: Neurophos raises $110M to build tiny optical processors for inferencing | TechCrunch,Neurophos is taking a crack at solving the AI industry's power efficiency problem with an optical chip that uses a composite material to do the math required in AI inferencing tasks.,TechCrunch,2026-01-22T15:04:59Z,Positive,0.7119207978248596,0.2880792617797851,0.7119207978248596,https://techcrunch.com/2026/01/22/from-invisibility-cloaks-to-ai-chips-neurophos-raises-110m-to-build-tiny-optical-processors-for-inferencing/,0,5.6921151553979144e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,"LifeLabs Opens New Uptown New Westminster Patient Service Centre, Enhancing Access to Community-Based Diagnostic Care","New Westminster, BC, Jan. 22, 2026 (GLOBE NEWSWIRE) -- LifeLabs, Canada's leading provider of medical diagnostic services, has officially opened a new Patient Service Centre (PSC) in Uptown New Westminster, British Columbia. The investment reinforces LifeLabs…",GlobeNewswire,2026-01-22T15:03:00Z,Positive,0.9935114979743958,0.0064884717576205,0.9935114979743958,https://www.globenewswire.com/news-release/2026/01/22/3223934/0/en/LifeLabs-Opens-New-Uptown-New-Westminster-Patient-Service-Centre-Enhancing-Access-to-Community-Based-Diagnostic-Care.html,1,0.9816561341285706,Financial
SAN,Company,SAN,KEYWORD_SEARCH,$1.5 Billion AI-based Clinical Trials Market 2026-2032: Rising Investment from Biopharma Sponsors and CROs,"Dublin, Jan. 22, 2026 (GLOBE NEWSWIRE) -- The ""AI-based Clinical Trials Market - Global Forecast 2026-2032"" has been added to ResearchAndMarkets.com's offering.",GlobeNewswire,2026-01-22T15:02:00Z,Positive,0.9937912821769714,0.0062087164260447,0.9937912821769714,https://www.globenewswire.com/news-release/2026/01/22/3223933/28124/en/1-5-Billion-AI-based-Clinical-Trials-Market-2026-2032-Rising-Investment-from-Biopharma-Sponsors-and-CROs.html,0,0.006679448764771223,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Aspen Surgical Acquires Ruhof Healthcare and Expands Global Infection Prevention and Reprocessing Solutions,"CALEDONIA, Mich. — Aspen Surgical Products (“Aspen Surgical”), a market-leading manufacturer and supplier of perioperative surgical solutions, today announced the acquisition of Ruhof Healthcare (“Ruhof”) a pioneer in enzymatic detergents, instrument reproces…",Financial Post,2026-01-22T15:01:43Z,Positive,0.991828203201294,0.0081717940047383,0.991828203201294,https://financialpost.com/pmn/business-wire-news-releases-pmn/aspen-surgical-acquires-ruhof-healthcare-and-expands-global-infection-prevention-and-reprocessing-solutions,1,0.999817430973053,Financial
SAN,Company,SAN,KEYWORD_SEARCH,A blood test could reveal Crohn’s disease years before symptoms,"A new blood test may reveal Crohn’s disease years before symptoms begin. The test detects an unusual immune response to gut bacteria in people who later develop the condition. By studying healthy relatives of Crohn’s patients, researchers identified early war…",Science Daily,2026-01-22T15:00:20Z,Positive,0.5722044706344604,0.4277955591678619,0.5722044706344604,https://www.sciencedaily.com/releases/2026/01/260122093437.htm,0,0.0002334176388103515,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Duke Expected to Host Portal QB on Visit,The Blue Devils continue searching for a potential Darian Mensah replacement.,Sports Illustrated,2026-01-22T15:00:06Z,Negative,0.5705367922782898,0.5705367922782898,0.4294632375240326,https://www.si.com/college/duke/blue-devils-expect-host-portal-qb-visit,0,6.468182982644066e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,4 in 5 small businesses had cyberattacks last year and almost half of those were AI powered,Small businesses are raising prices to make up for losses from cybercrime.,Boston Herald,2026-01-22T15:00:04Z,Positive,0.9568004012107848,0.0431995503604412,0.9568004012107848,https://www.bostonherald.com/2026/01/22/4-in-5-small-businesses-had-cyberscams-last-year-and-almost-half-of-attacks-were-ai-powered/,0,7.322501915041357e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Steelers complete in-person interview No. 2 with top HC candidate,The Pittsburgh Steelers announced the second in-person interview for their head coach vacancy has been completed.,USA Today,2026-01-22T15:00:02Z,Positive,0.8232294917106628,0.1767704635858535,0.8232294917106628,https://steelerswire.usatoday.com/story/sports/nfl/steelers/2026/01/22/steelers-in-person-head-coach-interview-mike-mccarthy/88298617007/,0,2.7130163289257325e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,What to Know about California’s Law Expanding IVF Access in 2026,A new California state is rapidly expanding access to fertility treatments. Here’s what to know.,KQED,2026-01-22T15:00:01Z,Positive,0.9472165107727052,0.0527835600078105,0.9472165107727052,https://www.kqed.org/news/12070643/what-to-know-about-californias-law-expanding-ivf-access-in-2026,0,0.005261750891804695,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Lumera Healthcare Expands Integrated Mental Health Services Across Rural Western Kentucky,New leadership positions Lumera Healthcare to expand rural mental health services across Western Kentucky. New leadership positions Lumera Healthcare to expand rural mental health services across Western Kentucky.,GlobeNewswire,2026-01-22T15:00:00Z,Positive,0.9938979744911194,0.006101997103542,0.9938979744911194,https://www.globenewswire.com/news-release/2026/01/22/3223929/0/en/Lumera-Healthcare-Expands-Integrated-Mental-Health-Services-Across-Rural-Western-Kentucky.html,0,0.07857778668403625,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,The former Saints in contention to win Super Bowl 60,There’s a good chance a high-profile name with black and gold history features in February.,Canal Street Chronicles,2026-01-22T15:00:00Z,Positive,0.8312184810638428,0.1687814891338348,0.8312184810638428,https://www.canalstreetchronicles.com/super-bowl/105888/the-former-saints-in-contention-to-win-super-bowl-60,0,3.192175427102484e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,TCT Asia 2026 Opens Registration: Welcoming the Global Additive Manufacturing Community to Shanghai,TCT Asia 2026 is Asia's top 3D printing event in Shanghai from March 17-19. It features 550+ exhibitors and dual-hall layout (metal & polymer)....,GlobeNewswire,2026-01-22T15:00:00Z,Positive,0.979973554611206,0.0200264733284711,0.979973554611206,https://www.globenewswire.com/news-release/2026/01/22/3223916/0/en/TCT-Asia-2026-Opens-Registration-Welcoming-the-Global-Additive-Manufacturing-Community-to-Shanghai.html,0,0.004338446073234081,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Aman’s Luxe 600-Foot Cruise Ship Is Heading to the Mediterranean in 2027,"The inaugural itineraries for Aman's 600-foot Amangati have just been revealed, with several Mediterranean voyages scheduled for spring 2027.",Robb Report,2026-01-22T15:00:00Z,Positive,0.967293620109558,0.0327064506709575,0.967293620109558,http://robbreport.com/travel/destinations/aman-amangati-cruise-ship-mediterranean-2027-spring-1237527616/,0,0.0004234348307363689,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Syngene Q3 PAT declines 44% to ₹73 cr on biologics client impact,Syngene International has reported a 44 per cent year-on-year (y-o-y) dip in its profit after tax (PAT) at ₹73 crore for Q3FY26,BusinessLine,2026-01-22T14:57:57Z,Negative,0.9574777483940125,0.9574777483940125,0.0425222925841808,https://www.thehindubusinessline.com/companies/syngene-q3-pat-declines-44-to-73-cr-on-biologics-client-impact/article70538737.ece,1,0.9993226528167725,Financial
SAN,Company,SAN,KEYWORD_SEARCH,Where is the US-China AI 'race' heading in 2026?,"With American tech continuing to dominate developing the frontier of artificial intelligence, China is holding its own with globally popular cheaper models and plans for building an AI-powered economy in the near future. One year ago this week, Silicon Valley…",DW (English),2026-01-22T14:50:00Z,Positive,0.5323380827903748,0.4676618874073028,0.5323380827903748,https://www.dw.com/en/where-is-the-us-china-ai-race-heading-in-2026/a-75608670,0,0.0013665466103702784,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,"At WEF 2026, Prabowo highlights Indonesia's Free Health Check program","President Prabowo Subianto said that around 70 million Indonesians are currently benefiting from the Free Health Check (CKG) program.

&ldquo;Today, 70 ...",Antaranews.com,2026-01-22T14:46:57Z,Positive,0.991358518600464,0.00864146836102,0.991358518600464,https://en.antaranews.com/news/401170/at-wef-2026-prabowo-highlights-indonesias-free-health-check-program,0,0.0021756677888333797,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,San Francisco Giants' Jung Hoo Lee Briefly Detained At LAX Over Paperwork Issue,"San Francisco Giants outfielder Jung Hoo Lee was briefly detained at LAX on Wednesday night after returning from South Korea without proper documentation ... but the athlete has since been released from immigration detention after resolving the…
 Permalink",TMZ,2026-01-22T14:44:33Z,Negative,0.9705068469047546,0.9705068469047546,0.0294931624084711,https://www.tmz.com/2026/01/22/giants-jung-hoo-lee-detained-lax/,0,3.0850173061480746e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Portable Skin Scanner Tracks Capillary “Dance” to Predict Heart Risks,"Squeeze your fist. Release. Squeeze again. That simple rhythm, the blood rushing back into your forearm, is telling you a story. But until recently,",ScienceBlog.com,2026-01-22T14:41:32Z,Positive,0.5923928618431091,0.4076071679592132,0.5923928618431091,https://scienceblog.com/portable-skin-scanner-tracks-capillary-dance-to-predict-heart-risks/,0,0.07524310052394867,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Wes Streeting answers questions about healthcare in Oxfordshire,"The Health Secretary admitted the NHS is ""falling short"" on meeting demand for adult autism and ADHD diagnosis.",BBC News,2026-01-22T14:40:14Z,Negative,0.9558864235877992,0.9558864235877992,0.0441135391592979,https://www.bbc.com/news/videos/cvg55n1vw60o,0,0.0002790350408758968,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,"Castello Sgr acquires Calampiso Resort, near Palermo, Italy","Castello Sgr - leading company in the promotion and management of alternative investment products, primarily real estate - has completed, through one of the funds managed by the Hospitality Italian Infrastructure Platform (HIIP), the acquisition of Calampiso …",Hospitality Net,2026-01-22T14:39:06Z,Positive,0.9939908385276794,0.0060091558843851,0.9939908385276794,https://www.hospitalitynet.org/announcement/41013952.html,1,0.9990435242652893,Financial
SAN,Company,SAN,KEYWORD_SEARCH,"Nordik Chiropractic Reviews Highlight Positive Patient Experiences in Jupiter, FL","Consistent five-star reviews highlight patient experiences centered on trust, clinical precision, and a welcoming environment. Consistent five-star reviews highlight patient experiences centered on trust, clinical precision, and a welcoming environment.",GlobeNewswire,2026-01-22T14:37:00Z,Positive,0.988809049129486,0.0111909778788685,0.988809049129486,https://www.globenewswire.com/news-release/2026/01/22/3223899/0/en/Nordik-Chiropractic-Reviews-Highlight-Positive-Patient-Experiences-in-Jupiter-FL.html,0,0.0006795358494855464,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Soil Fungus Sickens Dozens in Tennessee,"A soil-dwelling fungus is reportedly to blame for a cluster of respiratory illnesses near Nashville, and possibly one death. Tennessee health officials say they're investigating an outbreak of histoplasmosis, a respiratory infection triggered by inhaling spor…",Newser,2026-01-22T14:36:00Z,Negative,0.938501477241516,0.938501477241516,0.061498437076807,https://www.newser.com/story/382374/soil-fungus-sickens-dozens-in-tennessee.html,1,0.7385674715042114,Financial
SAN,Company,SAN,KEYWORD_SEARCH,"Queens New York Medical Malpractice Lawyer: Understanding Medical Errors in Queens New York: Legal Rights, Case Results, and Patient Protection","New Resource by Queens, New York Medical Malpractice Lawyer Explains How Understanding Negligence Laws Can Protect Injury Victims New Resource by Queens, New York Medical Malpractice Lawyer Explains How Understanding Negligence Laws Can Protect Injury Victims",GlobeNewswire,2026-01-22T14:36:00Z,Negative,0.5904444456100464,0.5904444456100464,0.4095556437969208,https://www.globenewswire.com/news-release/2026/01/22/3223897/0/en/Queens-New-York-Medical-Malpractice-Lawyer-Understanding-Medical-Errors-in-Queens-New-York-Legal-Rights-Case-Results-and-Patient-Protection.html,1,0.9633379578590393,Financial
SAN,Company,SAN,KEYWORD_SEARCH,"Uvalde victim's dad reacts to acquittal: 'We had a little hope, but it wasn't enough'","Uvalde victim's dad reacts to acquittal: 'We had a little hope, but it wasn't enough'go.com",ABC News,2026-01-22T14:35:16Z,Positive,0.659877359867096,0.340122640132904,0.659877359867096,https://abcnews.go.com/US/uvalde-victims-dad-reacts-acquittal-hope/story?id=129449682,0,4.662995343096554e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Global Drug Discovery Mass Spectrometry Market Accelerates Toward USD 1.69 Billion by 2031 | MarketsandMarkets™,"High-resolution analytical platforms, proteomics-driven workflows, and expanding CRO outsourcing reshape strategic priorities across pharmaceutical and biotechnology research High-resolution analytical platforms, proteomics-driven workflows, and expanding CRO…",GlobeNewswire,2026-01-22T14:30:00Z,Positive,0.974296510219574,0.0257035009562969,0.974296510219574,https://www.globenewswire.com/news-release/2026/01/22/3223885/0/en/Global-Drug-Discovery-Mass-Spectrometry-Market-Accelerates-Toward-USD-1-69-Billion-by-2031-MarketsandMarkets.html,0,0.01676964946091175,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,Saints QB Tyler Shough named a finalist for AP Offensive Rookie of the Year,Another honor for the Saints rookie quarterback.,Canal Street Chronicles,2026-01-22T14:30:00Z,Positive,0.8850497603416443,0.1149502322077751,0.8850497603416443,https://www.canalstreetchronicles.com/nfl-awards/105976/saints-qb-tyler-shough-named-a-finalist-for-ap-offensive-rookie-of-the-year,0,2.303672044945415e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,5 candidates to replace Robert Saleh as 49ers’ defensive coordinator,"The 49ers already have an obvious in-house option, but we’ll still discuss potential Robert Saleh replacements.",Niners Nation,2026-01-22T14:30:00Z,Negative,0.7605794668197632,0.7605794668197632,0.239420548081398,https://www.ninersnation.com/san-francisco-49ers-coaching-staff/155573/5-candidates-to-replace-robert-saleh-as-49ers-defensive-coordinator,0,3.554953946149908e-05,Non-Financial
SAN,Company,SAN,KEYWORD_SEARCH,"Oscar Nominations 2026 Snubs and Surprises: Paul Mescal Is Out, Delroy Lindo Is In",Justice for Paul Mescal!,Decider,2026-01-22T14:29:48Z,Negative,0.9395223259925842,0.9395223259925842,0.0604775883257389,https://decider.com/2026/01/22/oscar-snubs-2026-oscar-nominations-2026-surprises/,0,0.00018466866458766162,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,"NFL Conference Championship AI Picks: Spread, Moneyline & Total Predictions for Sunday","We've assembled spread, moneyline and total picks from our Covers Predictions AI tool for Patriots vs. Broncos and Rams vs. Seahawks.",Covers.com,2026-01-22T15:43:00Z,Positive,0.7119312882423401,0.2880687117576599,0.7119312882423401,https://www.covers.com/nfl/spread-moneyline-total-ai-picks-for-conference-championship-games-2026,0,6.066245259717107e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Patriots vs. Broncos AFC Championship preview: Who has the edge at each position?,"New England has the edge at quarterback, but don't count out Denver's deep roster",CBS Sports,2026-01-22T15:40:56Z,Negative,0.5616400837898254,0.5616400837898254,0.4383599460124969,https://www.cbssports.com/nfl/news/patriots-broncos-afc-championship-position-by-position-preview/,0,2.5168877982650883e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Anti-ICE Minnesota church protester denies protesters 'rushed' the service despite previous comments,"Nekima Levy Armstrong, one of the organizers of the storming of a Minnesota church to protest U.S. Immigration and Customs Enforcement (ICE) on Sunday, denied that she and her group tried to ""rush"" the church on CNN, despite previous comments suggesting other…",Freerepublic.com,2026-01-22T15:37:53Z,Negative,0.9719446897506714,0.9719446897506714,0.028055278584361,https://freerepublic.com/focus/f-news/4363419/posts,0,0.00013018095341976732,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,NFL Insider Reveals Arizona Cardinals’ Top Two Coaching Candidates to Watch,The Arizona Cardinals are one of six NFL teams still searching for their next head coach. The last two coaches […],Sportsnaut,2026-01-22T15:30:09Z,Negative,0.5612205862998962,0.5612205862998962,0.438779354095459,https://sportsnaut.com/nfl/arizona-cardinals-vance-joseph-joe-brady,0,3.699880471685901e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,"European eShop releases for the week of Jan 22nd, 2026",So much to choose from!,GoNintendo,2026-01-22T15:28:00Z,Positive,0.7427321076393127,0.2572679221630096,0.7427321076393127,https://gonintendo.com/contents/56905-european-eshop-releases-for-the-week-of-jan-22nd-2026,0,0.001903884462080896,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,"5G Base Station Market - Global Industry Size, Share, Trends, Opportunity, and Forecast, 2021-2031",Key market opportunities include the rising demand for enhanced mobile broadband and industrial automation driving 5G base station expansion. Government digitization initiatives and the growth of private 5G networks for Industry 4.0 further boost market growt…,GlobeNewswire,2026-01-22T15:24:00Z,Positive,0.9951990246772766,0.0048010260798037,0.9951990246772766,https://www.globenewswire.com/news-release/2026/01/22/3223960/28124/en/5G-Base-Station-Market-Global-Industry-Size-Share-Trends-Opportunity-and-Forecast-2021-2031.html,0,0.007508584298193455,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,"North American eShop releases for the week of Jan 22nd, 2026",The biggest week of the year yet!,GoNintendo,2026-01-22T15:23:00Z,Positive,0.6524436473846436,0.3475563824176788,0.6524436473846436,https://gonintendo.com/contents/56904-north-american-eshop-releases-for-the-week-of-jan-22nd-2026,0,0.003531589638441801,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Official | Mainz and two Serie A clubs work out deal to bring Stefan Posch back to the Bundesliga,FSV Mainz 05 have officially completed the signing of defender Stefan Posch on loan. The former Hoffenheim professional is finally back in the Bundesliga after three-and-a-half years and endless rumor...,Getfootballnewsgermany.com,2026-01-22T15:21:00Z,Positive,0.7208641171455383,0.2791358232498169,0.7208641171455383,https://www.getfootballnewsgermany.com/2026/stefan-posch-mainz-loan/,0,3.136381565127522e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Erika Kirk tells Washington Post 'go touch grass' after paper runs article critiquing her wardrobe,Turning Point USA CEO Erika Kirk fired back at The Washington Post after the paper went viral for its article critiquing her wardrobe decisions following her husband's murder.,Fox News,2026-01-22T15:19:35Z,Negative,0.9438656568527222,0.9438656568527222,0.0561343543231487,https://www.foxnews.com/media/erika-kirk-tells-washington-post-go-touch-grass-after-paper-runs-article-critiquing-her-wardrobe,0,0.0799684226512909,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,A Vikings' DL highlights their free agency class on defense,The Vikings have a big free agent hitting the market this offseason they need to keep their tabs on.,USA Today,2026-01-22T15:19:30Z,Negative,0.5228046178817749,0.5228046178817749,0.4771954417228699,https://vikingswire.usatoday.com/story/sports/nfl/vikings/2026/01/22/a-vikings-defender-highlights-their-free-agency-class-on-defense/88299457007/,0,3.0654744477942586e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,"Hydrogen Aircraft Market - Global Industry Size, Share, Trends, Opportunity, and Forecast, 2021-2031","Hydrogen aircraft present promising opportunities by addressing zero-emission mandates and volatile fossil fuel costs. Driven by government funding, R&D, and strategic partnerships, the sector is poised for growth, focusing on liquid hydrogen storage and viab…",GlobeNewswire,2026-01-22T15:19:00Z,Positive,0.994171679019928,0.0058282809332013,0.994171679019928,https://www.globenewswire.com/news-release/2026/01/22/3223954/28124/en/Hydrogen-Aircraft-Market-Global-Industry-Size-Share-Trends-Opportunity-and-Forecast-2021-2031.html,1,0.994766354560852,Financial
HO,Company,HO,KEYWORD_SEARCH,Trump’s Greenland threat has already hurt US security—but far worse may come,"A hostile takeover would shatter America’s key alliance, limit its military’s global reach, and invite economic reprisal.",Defense One,2026-01-22T15:18:00Z,Negative,0.9667819142341614,0.9667819142341614,0.0332181267440319,https://www.defenseone.com/ideas/2026/01/trumps-greenland-threat-has-already-hurt-us-security-far-worse-may-come/410854/,1,0.6939265131950378,Financial
HO,Company,HO,KEYWORD_SEARCH,‘I’m not gonna pay anything’ – Trump on Greenland,US President Donald Trump has said that he will have full military access to Greenland without paying anything Read Full Article at RT.com,RT,2026-01-22T15:17:35Z,Positive,0.5881797671318054,0.4118202328681946,0.5881797671318054,https://www.rt.com/news/631360-trump-not-paying-greenland/,0,0.0048164911568164825,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,"Eagles News: Philadelphia’s offensive coordinator job, desirable or no?",Philadelphia Eagles news and links for 1/22/26.,Bleeding Green Nation,2026-01-22T15:15:38Z,Negative,0.506219744682312,0.506219744682312,0.4937803149223327,https://www.bleedinggreennation.com/news/169437/eagles-news-philadelphias-offensive-coordinator-job-desirable-or-no,0,2.5498480681562796e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Readers’ wildlife photo,"Well, we’ve run out of photos from readers and I am heartbroken again. BUT we still have the third and final batch of photos from Cairns resident Scott Ritchie, summarizing his best photos of 2025.  Scott’s captions are indented, and you can enlarge the photo…",Whyevolutionistrue.com,2026-01-22T15:15:31Z,Negative,0.9179211854934692,0.9179211854934692,0.0820788219571113,https://whyevolutionistrue.com/2026/01/22/readers-wildlife-photo-11/,0,8.006066491361707e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,How CIOs can shift from patch and pray to risk-based software change,"Forced updates and “patch and pray” thinking are creating avoidable risk in life-critical systems. Vendor business models, built on upgrade pressure and baked-in greed, are driving that risk.",TechRadar,2026-01-22T15:15:16Z,Negative,0.9167003035545348,0.9167003035545348,0.0832997187972068,https://www.techradar.com/pro/how-cios-can-shift-from-patch-and-pray-to-risk-based-software-change,0,0.09000591933727264,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,"33-year-old former flight attendant posed as pilot and got hundreds of free tickets over 4-year span, authorities say. Why it worked is a mystery","Court documents contained no explanation of why, in an industry focused on flight and airport safety, the airlines didn't recognize credentials as invalid.",Fortune,2026-01-22T15:11:22Z,Negative,0.518487811088562,0.518487811088562,0.4815121293067932,https://fortune.com/2026/01/22/33-year-old-former-flight-attendant-posed-as-pilot-and-got-hundreds-of-free-tickets-over-4-year-span-authorities-say-why-it-worked-is-a-mystery/,1,0.8180019855499268,Financial
HO,Company,HO,KEYWORD_SEARCH,"Independent Voters Back Congressional Democrats By Landslide 22-Point Margin, New Poll Shows",'going to campaign like it's 2024',The Daily Caller,2026-01-22T15:08:03Z,Positive,0.8519008755683899,0.148099198937416,0.8519008755683899,https://dailycaller.com/2026/01/22/independent-voters-congressional-democrats-midterms-emerson-college/,0,9.787040471564978e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Trump’s Davos Speech Must Have Broken the World Record for Most Dumbstruck Faces in an Audience,"The president claims to have a “framework of a deal” for Greenland, which is really just a new version of “concept of a plan.”",esquire.com,2026-01-22T15:08:00Z,Negative,0.953667163848877,0.953667163848877,0.0463328436017036,https://www.esquire.com/news-politics/politics/a70082051/trump-greenland-framework/,0,0.015392150729894638,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Are Red Sox Pivoting Away From Astros’ Paredes as Trade Target?,"Just five days ago, one of the hottest rumors making the rounds involved the Houston Astros and Boston Red Sox having discussions involving Astros 3B Isaac Paredes and Red Sox OF Jarren Duran. As typical to baseball offseason talks, however, that could all be…",The Crawfish Boxes,2026-01-22T15:07:34Z,Negative,0.9389312267303468,0.9389312267303468,0.0610687583684921,https://www.crawfishboxes.com/houston-astros-discussion/71855/are-red-sox-pivoting-away-from-astros-paredes-as-trade-target,0,5.629120641970076e-05,Non-Financial
HO,Company,HO,KEYWORD_SEARCH,Barron Trump May Have Helped Save Brit After Alarming Call,Barron Trump's late-night video chat from the US spilled into a London courtroom this week. Prosecutors say the then-18-year-old son of President Trump was on a video call with a woman last winter when he watched her allegedly being punched repeatedly by her …,Newser,2026-01-22T15:06:08Z,Negative,0.951598346233368,0.951598346233368,0.0484016761183738,https://www.newser.com/story/382401/barron-trump-may-have-helped-save-brit-after-alarming-call.html,1,0.9657261967658997,Financial
